voter_id,age,education_years,income,party_id,voted_2020,political_interest,news_consumption_hrs,social_media_hrs,vote_likelihood
67,31.79654900991031,9.922831413042607,68224.57,Republican,1,6,4,0,100
68,41.5977552628154,14.395458168869103,22750.17,Independent,1,5,1,3,93.84490878034389
69,56.720098357268746,18.884245826918065,48348.91,Democrat,1,6,2,3,100
70,50.862555735004015,12.813155104958698,50191.37,Independent,1,8,1,6,94.4838531207495
71,72.97993215318053,8.628384404434806,41577.91,Republican,1,8,0,3,93.6415801025192
72,45.12305224753021,13.24883522874573,64602.62,Democrat,1,10,4,4,100
73,70.05276503420139,16.788324416891655,35692.49,Democrat,1,6,5,7,100
74,52.23383802201741,12.145503509297221,33559.92,Independent,0,5,4,1,87.69299597145073
75,64.88775543979526,13.992675707347965,130516.49,Democrat,1,3,3,4,100
76,41.91030950277517,8.983033917862436,102731.37,Republican,1,9,0,4,100
77,32.72092382143973,7.3034701394495585,133966.67,Republican,0,10,2,3,99.97884409228824
78,64.60532340852272,14.23906336516305,42248.03,Independent,1,8,2,3,95.73804405181961
79,46.68802155769472,11.085023259456559,57672.68,Democrat,0,1,5,4,62.94845565690794
80,39.56551847283605,11.477385638312473,96320.88,Republican,0,2,1,1,63.76147384262892
81,33.65404035714475,16.69390385962296,32242.75,Republican,0,2,4,1,79.29761675916993
82,46.15763326166092,12.333270221668165,57215.9,Democrat,0,6,2,2,98.0951675051756
83,65.40118032714659,13.687187626159758,93598.79,Republican,1,9,0,4,100
84,66.88438581124485,12.116000348074584,118715.59,Republican,0,7,2,1,100
85,66.75762376277835,12.648836777886103,31028.08,Republican,1,7,2,4,76.9355425599584
86,19.050940338947083,16.72759201727269,66699.07,Democrat,1,4,0,6,100
87,72.09179392151916,13.185597172388494,57113.06,Republican,1,6,7,3,100
88,45.96075763272352,11.660144759331711,23169.66,Independent,1,8,5,2,100
89,18.109600650385556,17.620537778042944,60442.26,Democrat,0,2,0,0,72.0726882605419
90,56.34970971354783,11.157021841901843,40525.61,Independent,1,7,1,5,96.41214169756209
91,23.052887034981612,12.293091024719661,93570.18,Democrat,1,4,0,3,84.64078657952345
92,45.310253552436585,11.752044083871525,76758.25,Republican,1,4,1,2,93.41615494581565
93,30.93346671099519,8.798402816044106,47046.32,Republican,1,5,3,3,93.58313531113126
94,67.56470707796882,8.830884794840221,93479.62,Republican,0,8,1,6,100
95,39.407744725984585,14.32725168266269,22133.38,Republican,1,9,2,1,100
96,80.83534395423489,17.504179136644275,90470.56,Democrat,1,5,2,2,100
97,61.2100776353166,19.652996167011377,62448.34,Democrat,1,6,2,2,100
98,30.44188779731723,13.044720729207015,12387,Independent,0,1,0,3,70.21780768703825
99,30.641086891465683,17.261490427537762,24173.07,Independent,0,2,3,2,63.5314799846649
100,57.36510908767693,14.831249767450409,76555.32,Democrat,0,8,0,4,100
101,51.33151536596753,10.480733885261316,108685.28,Republican,0,6,2,4,99.08912404822193
102,15.638877165014506,15.586013468070622,108930.06,Independent,1,1,2,5,100
103,52.28578350845678,12.835587956909208,76377.6,Democrat,1,6,3,6,93.7814294520765
104,61.12414443704722,18.05332168659617,82524.58,Independent,1,6,5,2,100
105,77.07078088579799,16.80768304944705,58717.77,Democrat,1,5,2,2,100
106,56.9360467200701,18.214225720294248,50289.86,Democrat,0,9,4,5,100
107,68.59530283590868,13.91676253276237,46088.75,Democrat,0,3,1,3,83.30422551983047
108,44.93403836773374,15.780088785794918,52218.59,Independent,0,5,1,2,88.35001466814812
109,41.4624843898554,10.020521937332699,80542.66,Republican,1,2,2,1,100
110,70.32046730118049,13.164183449686636,75962.61,Democrat,1,7,1,0,100
111,42.985091600542475,13.49521867109625,104473.19,Republican,1,5,1,2,100
112,51.62952232377947,12.468768759359797,36719.16,Democrat,0,3,1,3,94.8611755953962
113,45.64934698582737,14.563391616192146,53578.95,Independent,1,4,1,4,97.32003391187756
114,58.711754054340354,15.509327312922789,51817.75,Independent,1,3,2,4,78.36748526324213
115,3.3692835545321813,15.95370347245742,69935.99,Democrat,1,2,3,1,100
116,67.16039769479897,13.276681429710605,65955.58,Democrat,1,10,2,5,100
117,50.47424330676093,14.057585299093313,46424.97,Independent,1,3,1,2,100
118,20.49263457320043,14.362907925328798,79356.33,Republican,0,10,2,6,91.29879813073627
119,60.728142665208935,14.062384939324497,79062.02,Independent,1,8,0,7,100
120,60.294305141687545,15.436812716191731,48520.84,Democrat,1,3,3,3,98.45933732651103
121,27.182237402509827,16.364295160307154,116274.67,Democrat,1,1,1,7,97.20351574893421
122,56.11829201058662,16.357235324141108,168932.65,Independent,1,2,3,2,100
123,62.085006781783086,18.823854992837063,70985.01,Democrat,0,6,2,2,75.80317769801343
124,62.837963426713685,14.422665214191149,53372.71,Democrat,0,10,2,1,81.96155151429775
125,51.424005943008105,15.094943935323721,80569.76,Independent,1,8,1,0,100
126,36.24769969710896,7.79249905123176,42093.34,Democrat,1,1,1,1,63.45950579447323
127,38.1665782953527,9.527172333115303,133414.83,Republican,1,9,1,2,93.60190064418106
128,41.60393006704424,11.46442048253642,66752.93,Democrat,0,8,0,4,84.96959298978753
129,43.254785471464714,17.263701995112534,24203.35,Republican,1,3,4,0,89.06459486752343
130,21.38039777108789,13.104112250102903,114278.17,Republican,1,3,0,6,83.41800805794536
131,72.18507083756467,15.570394706660688,28689.16,Republican,1,9,1,3,100
132,36.90763620339731,20.116071618579312,144244.31,Democrat,1,3,2,4,100
133,44.44624011414148,10.348184288385,47829.05,Democrat,1,2,1,3,82.01230626401028
134,74.77970619906706,19.325339568061814,60406.52,Independent,0,7,1,2,100
135,33.61973682515699,14.989334263797435,72899.5,Democrat,0,4,2,3,85.32158962130968
136,19.2708506487872,14.02571496974833,49839.23,Independent,1,4,2,5,100
137,49.831867915821014,14.542499095074886,58786.37,Independent,1,1,2,3,85.32295823591059
138,56.87532325323218,18.64530583587754,91710.54,Republican,1,8,5,2,100
139,60.81470159185059,14.118521004704823,45045.13,Democrat,1,6,3,2,100
140,37.163386234994476,10.587550608446152,78092.47,Republican,1,10,0,3,100
141,65.92472995343378,7.730078361237161,107071.56,Democrat,0,1,1,6,72.9637556453401
142,52.746495461697045,11.61081220050375,48575.12,Democrat,1,9,3,2,100
143,62.06518630547246,12.444628063571937,55029.9,Independent,0,1,4,4,70.56214857700989
144,36.29050312042559,14.611443839618811,35860.45,Democrat,0,8,3,2,87.55438328681217
145,46.15513932557759,16.250056768992845,64802.42,Independent,1,9,2,4,100
146,38.47388769446813,15.327203737095973,77047.71,Democrat,1,9,2,2,100
147,71.26215069834589,15.555846086788018,48655.69,Republican,1,4,1,3,100
148,28.61578946813899,20.58248353238867,50112.8,Independent,1,4,2,3,92.8187707992036
149,28.81237301289286,15.441110341533427,49454.63,Republican,1,6,0,4,88.92558023638352
150,60.520850787870046,15.312796626108787,99130.67,Republican,0,2,1,3,94.1535703294068
151,73.00621725165689,13.209571769721451,69889.32,Republican,1,8,2,4,100
152,68.28451532989006,13.385137605587946,66907.35,Independent,1,9,3,2,100
153,17.178985233105823,11.768960645781888,66673.24,Democrat,0,8,1,1,64.37807987110908
154,64.14118703082818,13.749265072453495,75281.81,Republican,1,8,2,6,100
155,26.939185316582442,15.839837970314754,41606.13,Republican,0,2,4,5,99.06759224764468
156,80.98536271311968,11.160687688785222,48406.91,Democrat,1,4,1,1,98.77571941112515
157,36.58743097197184,15.538649759895858,33617.06,Democrat,0,2,4,3,65.31705998472532
158,63.889790794488086,12.542268667665311,109033.86,Democrat,0,2,1,3,90.86666818024388
159,61.10102791305552,14.904402157103764,132978.33,Republican,0,2,1,2,100
160,41.67902643556049,7.53262154937582,64072.51,Independent,1,2,2,4,92.98766929211604
161,42.62944124827834,11.284228699248471,89516.16,Republican,1,3,1,1,100
162,75.90430260675696,16.1247181758862,105012.1,Independent,1,9,1,5,100
163,18.989113348320448,13.043437105119668,199461.77,Independent,1,9,1,2,100
164,57.55177178994568,13.404850530821781,83218.33,Democrat,1,10,1,1,100
165,46.67923486495091,17.831620853294346,88774.47,Democrat,0,10,3,4,94.6409082882639
166,53.12696613275931,12.03842914770295,57107.3,Republican,1,4,1,4,100
167,40.535571276542484,11.508013145429704,40284.25,Independent,0,6,2,2,86.57528145800427
168,42.588956099177885,15.82261986731494,87375.5,Independent,0,5,1,3,74.11094749473338
169,39.8016248749527,17.426405228858936,47947.36,Republican,0,7,1,0,100
170,58.9181200074256,15.538101558805723,97795.61,Democrat,1,1,6,2,100
171,53.412633734878185,15.888995271836112,138310.58,Democrat,0,2,0,5,89.21538835811326
172,70.04163224573531,17.801318063028788,62479.57,Independent,1,10,3,4,100
173,71.15815759139174,16.59743002999603,109658.17,Republican,1,9,2,3,100
174,69.6448128867152,15.494077996000343,143196.23,Democrat,1,6,2,0,100
175,32.02292116763857,12.503618091081924,22601.98,Democrat,1,7,0,4,100
176,65.64061166511344,17.714516640652267,45163.44,Republican,0,9,4,5,100
177,47.947592957993024,13.724509952165167,103135.17,Democrat,1,5,3,2,100
178,37.10623844308939,19.90423329542709,49294.41,Independent,0,3,3,5,81.65292907052483
179,61.212226453662566,13.283632458563064,31233.64,Independent,1,8,4,7,100
180,64.82040331918913,15.456523509179018,152462.65,Democrat,1,6,2,1,100
181,28.93640467674313,9.969732049924243,40862.32,Republican,0,6,2,2,77.30150693373723
182,43.18490253011412,13.968110474997635,98295.67,Democrat,0,4,2,4,100
183,56.73510585606139,6.88588063631847,64449.44,Democrat,1,7,0,2,95.20279601224907
184,50.26135376779096,11.88376787197911,42011.75,Democrat,1,4,1,1,100
185,48.75852153610649,11.152347951843353,64751.42,Republican,1,4,3,3,100
186,40.61120422589483,10.687228431704103,37240.22,Democrat,0,9,1,6,90.10091043637254
187,82.30709434315122,16.772919729801526,61909.96,Independent,1,9,1,3,100
188,41.84578575296166,14.349265072347077,32558.95,Republican,1,3,2,3,91.15904443596575
189,26.758102057821677,9.567293762108491,64839.39,Democrat,0,6,1,3,79.25485327896233
190,30.992705292215003,11.859204406151811,29483.12,Republican,1,8,2,5,91.7770861617443
191,43.227722525964424,19.957799589457995,17466.38,Democrat,1,3,2,4,100
192,9.537361737045735,16.94241712224736,122978.07,Republican,0,8,2,6,99.5625816616217
193,32.25890165332719,12.967908021374846,71664.6,Republican,1,8,2,2,100
194,45.23227032561394,12.573320159881508,134407.43,Independent,0,7,2,2,89.25259748877892
195,14.15968268276032,13.716799132684356,72927.76,Independent,1,8,0,4,100
196,67.23967208257466,17.111244603554983,46860.36,Democrat,1,2,1,1,100
197,67.92208411925606,21.186662180612807,42480.64,Independent,0,6,3,1,93.05767751696287
198,50.52427293346579,14.72227332496048,101089.63,Independent,1,3,1,1,100
199,62.81746557875793,18.320105004128234,59291.2,Republican,1,3,4,3,100
200,61.454841009587,11.3950310421856,68234.68,Independent,0,3,2,5,85.23699694237914
201,39.08438799830665,18.74894171141566,71063.82,Republican,1,8,4,1,100
202,39.21424734606134,11.623939296602135,23366.31,Independent,0,3,0,2,74.70711831200393
203,54.787948656916754,16.57775194110258,55911.25,Republican,0,7,1,3,100
204,63.03518620237029,17.48173714207644,115790.99,Democrat,1,6,2,1,100
205,58.76982870942968,17.366020407608215,11785.06,Republican,1,1,0,3,96.82046680160775
206,22.87610916172599,16.227783982720016,64861.07,Republican,1,6,0,1,100
207,70.92968669800489,16.498310644762043,34249.77,Democrat,0,10,2,1,100
208,50.42230239580478,14.472700708539845,88745.46,Independent,1,4,3,5,100
209,39.25640858405695,18.110776033217146,60999.06,Republican,0,3,3,3,81.5045515683215
210,46.33608334125511,17.698732510455457,169554.83,Independent,1,9,1,3,100
211,61.72793192033271,16.768568946625575,78723.48,Independent,0,8,4,1,100
212,60.368466546194476,11.310640904837191,39062.47,Republican,0,8,0,1,96.79437678596908
213,54.62931319012833,8.359910021691935,63942.69,Independent,0,6,6,5,78.46472552064603
214,70.29268766480808,11.933613208069627,40256.43,Independent,0,7,0,3,88.9837610861184
215,53.51262655356455,14.670816618305556,96938.1,Democrat,0,7,3,3,97.61656181685312
216,39.83521482449687,15.281061951519634,170111.34,Independent,1,3,3,3,100
217,30.077406769258584,13.591904845901889,58251.54,Democrat,0,10,2,2,100
218,59.69618168152993,14.213246832532445,59032.53,Democrat,1,1,0,6,100
219,34.501655479788234,12.506760133758691,148504.98,Independent,1,8,1,1,100
220,58.81452157519807,13.883746770013072,59686.56,Independent,1,4,2,3,100
221,71.40154222734117,13.940341268269291,18258.97,Independent,1,6,3,4,100
222,33.00197805620192,18.3254161889744,53432.69,Democrat,1,3,0,5,84.80041012411523
223,56.418371230797476,14.663953583194676,74564.94,Independent,0,6,0,6,92.70755745472036
224,59.90185211744442,9.185255702561612,35911.16,Democrat,1,5,4,4,100
225,70.06573700333021,11.6682557474355,99419.18,Independent,0,6,1,5,96.21149468179912
226,31.430540479629958,9.744042977930258,155145.6,Republican,1,9,1,1,100
227,34.67982036688307,14.273399362591976,65512.56,Democrat,0,1,2,1,84.88376471800308
228,54.03923547155196,13.993579907164897,140924.05,Republican,0,8,3,1,100
229,43.24524754220205,16.63385511251859,67420.07,Democrat,1,5,3,4,98.71282192308004
230,37.232301702704795,8.148697740384353,48303.49,Republican,1,6,1,1,91.26244889159912
231,64.96994209748209,12.215846734647625,35655.13,Republican,1,2,1,3,91.16395205528875
232,33.49205927579372,13.530299914829298,75793.41,Democrat,1,4,1,5,90.67188696603404
233,15.804270824717328,12.183057564453987,26601.74,Democrat,1,3,3,5,82.75130606924307
234,73.10431460581586,16.188471535005718,26157.74,Democrat,1,6,1,4,100
235,49.6474918339251,12.997699809013152,90117.77,Independent,1,5,3,2,100
236,48.67422323524069,7.004791911532495,49426.5,Independent,1,7,3,5,80.03730287894105
237,54.74752344298555,10.513173474367955,51087.96,Democrat,0,9,2,2,100
238,44.08334882726381,8.496224161495721,11876.16,Republican,0,7,0,3,69.6417736788689
239,59.18211979950658,12.89379590050949,30182.73,Republican,1,1,2,1,74.79406388209159
240,34.77510621685364,5.316948846358529,32325.74,Democrat,1,6,0,1,87.35034430583606
241,73.16015835868679,17.06093660891632,37284.53,Democrat,0,5,5,3,88.12019979936976
242,64.48932790698342,18.95264459289892,41968.88,Republican,1,8,3,4,93.96129072708723
243,70.73000033198804,14.702555848685359,42332.96,Republican,0,3,2,5,81.0715228810908
244,71.97265747067325,15.147071525819541,227165.06,Democrat,0,5,3,5,96.40118520583532
245,22.177108686955172,14.316566118455285,96134.06,Republican,0,1,2,4,86.06213333122064
246,34.82346475317735,20.51934403065862,66774.08,Republican,0,3,2,0,85.38159980830292
247,48.00869011032941,13.418905804933178,71443.99,Republican,1,4,3,1,100
248,13.9997333313909,13.369313499687934,56709.42,Republican,1,6,3,2,73.48516448417453
249,40.23462537542282,13.093857812721332,47332.35,Independent,0,10,1,3,89.07450684124787
250,34.612972518217234,11.810572420259472,96549.53,Democrat,1,5,3,7,100
251,23.714453431121903,11.772522542680083,39713.5,Independent,1,4,3,6,100
252,27.677056947067268,10.647037423021741,79054.17,Democrat,0,5,1,0,90.33724122995598
253,40.61460839784952,15.575761742922062,61492.21,Independent,0,7,0,3,100
254,45.93836049358019,9.210519840697478,104962.69,Independent,0,2,4,1,89.2710485181219
255,4.811971857782616,15.081613662733513,77818.28,Independent,1,2,3,3,98.00473494071497
256,43.41560318976318,11.219436242327758,60782.82,Republican,1,2,0,3,100
257,47.522029166633516,15.20318601639852,51524.77,Republican,1,7,2,4,100
258,48.95492093077805,16.198999451899695,41298.44,Democrat,1,1,1,1,95.46420575218544
259,38.340042946194046,11.171743040790252,87610.53,Independent,1,4,3,3,84.92904646800854
260,54.713319116398836,12.449258996398425,60735.54,Democrat,0,5,3,6,100
261,62.260725088361355,14.861364357192718,35484.26,Independent,0,3,8,2,100
262,57.21154679162865,15.200294764357219,128350.61,Democrat,1,1,0,2,87.58264123987831
263,57.58662695615378,13.961375114915013,47451.91,Republican,0,9,5,5,100
264,40.949266244798096,14.307153325072491,48073.53,Republican,0,8,2,2,98.2444401271807
265,62.46524970175306,17.86991032284429,117081.73,Republican,1,1,1,3,100
266,46.56595525232354,10.568518376054703,94612.95,Republican,1,10,4,3,100
267,34.55330684491281,10.318478244312882,38190.38,Independent,1,7,1,5,88.26212159391194
268,44.4784652914806,11.772039598595379,45131.62,Independent,0,7,0,3,87.27410127990422
269,44.277648317134485,13.741951245253997,88550.45,Independent,0,9,5,1,98.68638872444743
270,69.12657225588912,19.365657817281146,59796.87,Republican,1,3,2,4,100
271,72.62958132358912,16.311254643273173,17844.07,Democrat,0,2,2,2,88.22325080836262
272,39.931237337269295,11.96721846336772,55732.04,Republican,1,5,1,4,100
273,51.901017428100644,15.480048838987695,76483.19,Independent,1,1,2,4,91.39662483134197
274,38.17466260095966,9.384455204225027,75322.49,Independent,1,1,3,3,79.87093135571321
275,55.17323194936352,15.605568389015877,22355.02,Democrat,1,4,4,2,100
276,35.43556999963627,8.204074131127186,67504.6,Independent,0,2,3,1,74.12377662349346
277,59.7722007939079,12.059051310512507,13377.54,Independent,1,9,2,3,100
278,44.13365126745772,10.17079656993603,94545.31,Independent,1,3,5,1,100
279,38.71030710227241,12.998000397884297,118138.54,Independent,0,3,5,3,86.69769511460129
280,31.11453442554683,16.691564766565556,225624.44,Democrat,1,1,1,2,92.45243359296776
281,50.498767265435255,14.722792018623922,80123.07,Independent,1,9,1,3,100
282,30.605940213966942,15.980153986825332,117667.82,Independent,0,10,0,4,100
283,53.895350761308535,8.38397358990159,26529.35,Independent,1,3,3,6,89.03892008461257
284,30.579642919011054,10.057542603382522,44763.97,Republican,0,9,3,2,78.66587345530903
285,31.54140060582763,6.919579245369343,44231.26,Republican,1,8,5,4,100
286,64.50383415830176,17.21225218054534,141614.92,Independent,0,1,1,2,85.68740475264218
287,54.091497735616635,16.948545830708213,95078.68,Republican,1,5,4,4,100
288,44.59468380703296,15.614163861713859,123614.92,Democrat,1,4,1,8,100
289,25.12165850756787,10.93199861800139,54523.94,Independent,0,6,5,1,76.30754241310032
290,30.57013418440038,10.508276090980726,50661.49,Republican,0,10,3,2,97.04792101382226
291,26.16985251216217,16.72896671087733,35153.81,Independent,1,2,4,3,100
292,11.476737799303336,14.156970902179673,42936.71,Independent,0,10,1,5,96.3722721421384
293,53.73317993413368,10.404598578524551,64820.43,Republican,0,1,0,2,79.70645470626052
294,23.451323578590557,10.576061633349518,69934.3,Democrat,1,10,0,4,100
295,37.6930883127787,15.3987470942148,60518.96,Republican,1,2,3,2,94.27530332765382
296,39.478633843782376,11.863426985504564,220699.12,Democrat,0,1,3,4,100
297,64.36409817747887,8.650360134343378,55805.24,Independent,1,2,3,0,99.48857591977873
298,43.10388918617483,8.182911166153419,49054.43,Republican,1,8,0,2,95.51516024833461
299,73.6833658040187,8.018392388053186,80263.81,Independent,1,3,2,2,100
300,41.34766346463391,16.375359876914082,52919,Democrat,1,6,1,5,100
